Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(feature),environment_(material),Environmental_package,Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id
ERR912141,WGS,192,6422476670,PRJEB9576,SAMEA3449336,5097963927,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991271,SAMEA3449336,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000073-74,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449336,YSZC12003_37133,Illumina,ERP010700,YSZC12003_37133
ERR912142,WGS,194,7226046352,PRJEB9576,SAMEA3449337,5647833375,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991272,SAMEA3449337,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000062-37,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449337,YSZC12003_37174,Illumina,ERP010700,YSZC12003_37174
ERR912143,WGS,195,6660105206,PRJEB9576,SAMEA3449338,5116113267,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991273,SAMEA3449338,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000085-94,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449338,YSZC12003_37175,Illumina,ERP010700,YSZC12003_37175
ERR912144,WGS,194,8473225541,PRJEB9576,SAMEA3449339,6631721282,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991274,SAMEA3449339,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:19Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000074-79,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449339,YSZC12003_37192R1,Illumina,ERP010700,YSZC12003_37192R1
ERR912145,WGS,194,6832138153,PRJEB9576,SAMEA3449340,5373130544,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991275,SAMEA3449340,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000088-169,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449340,YSZC12003_37195,Illumina,ERP010700,YSZC12003_37195
ERR912146,WGS,193,6829092814,PRJEB9576,SAMEA3449341,5368032310,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991276,SAMEA3449341,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000061-35,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449341,YSZC12003_37201,Illumina,ERP010700,YSZC12003_37201
ERR912147,WGS,194,7382307203,PRJEB9576,SAMEA3449342,5847477767,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991277,SAMEA3449342,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000070-53,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449342,YSZC12003_37208R1,Illumina,ERP010700,YSZC12003_37208R1
ERR912148,WGS,195,7478481387,PRJEB9576,SAMEA3449343,5820664185,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991278,SAMEA3449343,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030750-142,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449343,YSZC12003_37209,Illumina,ERP010700,YSZC12003_37209
ERR912149,WGS,194,8074948973,PRJEB9576,SAMEA3449344,6328283450,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991279,SAMEA3449344,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030737-102,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449344,YSZC12003_37254,Illumina,ERP010700,YSZC12003_37254
ERR912150,WGS,194,6882050771,PRJEB9576,SAMEA3449345,5391763305,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991280,SAMEA3449345,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000086-95,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449345,YSZC12003_37268R1,Illumina,ERP010700,YSZC12003_37268R1
ERR912151,WGS,194,7331327841,PRJEB9576,SAMEA3449346,5733500582,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991281,SAMEA3449346,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000087-133,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449346,YSZC12003_37270,Illumina,ERP010700,YSZC12003_37270
ERR912152,WGS,194,6863406629,PRJEB9576,SAMEA3449347,5354332162,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991282,SAMEA3449347,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000055-25,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449347,YSZC12003_37285,Illumina,ERP010700,YSZC12003_37285
ERR912153,WGS,194,8145053011,PRJEB9576,SAMEA3449348,6350212909,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991283,SAMEA3449348,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030746-123,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449348,YSZC12003_37292,Illumina,ERP010700,YSZC12003_37292
ERR912154,WGS,195,7036360482,PRJEB9576,SAMEA3449349,5445628669,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991284,SAMEA3449349,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000071-64,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449349,YSZC12003_37298R1,Illumina,ERP010700,YSZC12003_37298R1
ERR912155,WGS,193,7741803262,PRJEB9576,SAMEA3449350,6179599348,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991285,SAMEA3449350,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000123-86,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449350,YSZC12003_37314,Illumina,ERP010700,YSZC12003_37314
ERR912156,WGS,193,7508550297,PRJEB9576,SAMEA3449351,5991113582,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991286,SAMEA3449351,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000126-81,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449351,YSZC12003_37315,Illumina,ERP010700,YSZC12003_37315
ERR912157,WGS,196,6340892706,PRJEB9576,SAMEA3449352,4834329383,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991287,SAMEA3449352,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000099-129,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449352,YSZC12003_37331,Illumina,ERP010700,YSZC12003_37331
ERR912158,WGS,195,6677168449,PRJEB9576,SAMEA3449353,5164119761,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991288,SAMEA3449353,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000101-113,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449353,YSZC12003_37333,Illumina,ERP010700,YSZC12003_37333
ERR912159,WGS,195,6983623934,PRJEB9576,SAMEA3449354,5442549583,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991289,SAMEA3449354,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000121-88,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449354,YSZC12003_37336,Illumina,ERP010700,YSZC12003_37336
ERR912160,WGS,195,8568246879,PRJEB9576,SAMEA3449355,6723568030,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991290,SAMEA3449355,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000117-94,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449355,YSZC12003_37337,Illumina,ERP010700,YSZC12003_37337
ERR912161,WGS,191,7330696949,PRJEB9576,SAMEA3449356,5953943820,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991291,SAMEA3449356,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000116-95,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449356,YSZC12003_37348,Illumina,ERP010700,YSZC12003_37348
ERR912162,WGS,195,8725572237,PRJEB9576,SAMEA3449357,6815388055,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991292,SAMEA3449357,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000094-16,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449357,YSZC12003_37349,Illumina,ERP010700,YSZC12003_37349
ERR912163,WGS,193,8018684269,PRJEB9576,SAMEA3449358,6397533722,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991293,SAMEA3449358,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000095-169,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449358,YSZC12003_37353,Illumina,ERP010700,YSZC12003_37353
ERR912164,WGS,194,5046421117,PRJEB9576,SAMEA3449359,3975725259,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991294,SAMEA3449359,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000097-140,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449359,YSZC12003_37394,Illumina,ERP010700,YSZC12003_37394
ERR912165,WGS,194,7323093325,PRJEB9576,SAMEA3449360,5730536392,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991295,SAMEA3449360,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000093-17,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449360,YSZC12003_37399,Illumina,ERP010700,YSZC12003_37399
ERR912166,WGS,194,6792133652,PRJEB9576,SAMEA3449361,5393885293,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991296,SAMEA3449361,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000112-99,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449361,YSZC12003_37405,Illumina,ERP010700,YSZC12003_37405
ERR912167,WGS,195,6537139653,PRJEB9576,SAMEA3449362,5178842395,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991297,SAMEA3449362,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000108-104,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449362,YSZC12003_37543,Illumina,ERP010700,YSZC12003_37543
ERR912168,WGS,195,7449581756,PRJEB9576,SAMEA3449363,5873822148,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991298,SAMEA3449363,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000102-111,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449363,YSZC12003_37544,Illumina,ERP010700,YSZC12003_37544
ERR912169,WGS,195,6358194415,PRJEB9576,SAMEA3449364,4948902779,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991299,SAMEA3449364,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000104-108,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449364,YSZC12003_37545,Illumina,ERP010700,YSZC12003_37545
ERR912170,WGS,194,6488317060,PRJEB9576,SAMEA3449365,5153643126,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991300,SAMEA3449365,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000125-84,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449365,YSZC12003_37546,Illumina,ERP010700,YSZC12003_37546
ERR912171,WGS,195,6186681994,PRJEB9576,SAMEA3449366,4867931655,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991301,SAMEA3449366,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000106-106,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449366,YSZC12003_37583,Illumina,ERP010700,YSZC12003_37583
ERR912172,WGS,195,5854304014,PRJEB9576,SAMEA3449367,4584383491,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991302,SAMEA3449367,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000107-105,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449367,YSZC12003_37584,Illumina,ERP010700,YSZC12003_37584
ERR912173,WGS,194,7636175097,PRJEB9576,SAMEA3449368,6018957456,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991303,SAMEA3449368,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000120-89,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449368,YSZC12003_37647,Illumina,ERP010700,YSZC12003_37647
ERR912174,WGS,195,7528726538,PRJEB9576,SAMEA3449369,5822007318,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991304,SAMEA3449369,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000105-107,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449369,YSZC12003_37648,Illumina,ERP010700,YSZC12003_37648
ERR912175,WGS,194,6670280308,PRJEB9576,SAMEA3449370,5356671149,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991305,SAMEA3449370,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000119-90,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449370,YSZC12003_37651,Illumina,ERP010700,YSZC12003_37651
ERR912176,WGS,193,6970570380,PRJEB9576,SAMEA3449371,5493671728,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991306,SAMEA3449371,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000114-97,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449371,YSZC12003_37652,Illumina,ERP010700,YSZC12003_37652
ERR912177,WGS,195,8289429225,PRJEB9576,SAMEA3449372,6438944422,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991307,SAMEA3449372,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000096-142,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449372,YSZC12003_37753,Illumina,ERP010700,YSZC12003_37753
ERR912178,WGS,195,7137462717,PRJEB9576,SAMEA3449373,5546125733,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991308,SAMEA3449373,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000113-98,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449373,YSZC12003_37798,Illumina,ERP010700,YSZC12003_37798
